Year,City,Sport,Discipline,Country,Gender,Event,Medal,Athlete
2012,London,Athletics,Athletics,USA,Women,4X100M Relay,Gold,USA
2012,London,Athletics,Athletics,USA,Women,4X400M Relay,Gold,USA
2012,London,Badminton,Badminton,CHN,Men,Doubles,Silver,"XU, Chen"
2012,London,Badminton,Badminton,CHN,Men,Singles,Bronze,"CHEN, Long"
2012,London,Badminton,Badminton,CHN,Men,Singles,Gold,"LIN, Dan"
2012,London,Badminton,Badminton,CHN,Women,Doubles,Silver,"MA, Jin"
2012,London,Badminton,Badminton,CHN,Women,Singles,Gold,"LI, Xuerui"
2012,London,Badminton,Badminton,CHN,Women,Singles,Silver,"WANG, Yihan"
2012,London,Badminton,Badminton,DEN,Men,Doubles,Bronze,"FISCHER, Joachim"
2012,London,Badminton,Badminton,DEN,Women,Doubles,Bronze,"PEDERSEN, Christinna"
2012,London,Badminton,Badminton,IND,Women,Singles,Bronze,"NEHWAL, Saina"
2012,London,Badminton,Badminton,MAS,Men,Singles,Silver,"LEE, Chong Wei"
2012,London,Badminton,Badminton,CHN,Men,Doubles,Gold,CHN
2012,London,Badminton,Badminton,CHN,Women,Doubles,Gold,CHN
2012,London,Badminton,Badminton,DEN,Men,Doubles,Silver,DEN
2012,London,Badminton,Badminton,JPN,Women,Doubles,Silver,JPN
2012,London,Badminton,Badminton,KOR,Men,Doubles,Bronze,KOR
2012,London,Badminton,Badminton,RUS,Women,Doubles,Bronze,RUS
2012,London,Basketball,Basketball,AUS,Women,Basketball,Bronze,AUS
2012,London,Basketball,Basketball,ESP,Men,Basketball,Silver,ESP
2012,London,Basketball,Basketball,FRA,Women,Basketball,Silver,FRA
2012,London,Basketball,Basketball,RUS,Men,Basketball,Bronze,RUS
2012,London,Basketball,Basketball,USA,Men,Basketball,Gold,USA
2012,London,Basketball,Basketball,USA,Women,Basketball,Gold,USA
2012,London,Boxing,Boxing,AZE,Men,+ 91KG,Bronze,"MEDZHIDOV, Magomedrasul"
2012,London,Boxing,Boxing,AZE,Men,81 - 91KG,Bronze,"MAMMADOV, Teymur"
2012,London,Boxing,Boxing,BRA,Men,69 - 75 KG,Silver,"FALCAO FLORENTINO, Esquiva"
2012,London,Boxing,Boxing,BRA,Men,75 - 81KG,Bronze,"FALCAO FLORENTINO, Yamaguchi"
2012,London,Boxing,Boxing,BRA,Women,60 KG,Bronze,"ARAUJO, Adriana"
2012,London,Boxing,Boxing,BUL,Men,81 - 91KG,Bronze,"PULEV, Tervel"
2012,London,Boxing,Boxing,CHN,Men,46 - 49KG,Gold,"ZOU, Shiming"
2012,London,Boxing,Boxing,CHN,Women,51 KG,Silver,"REN, Cancan"
2012,London,Boxing,Boxing,CHN,Women,75 KG,Bronze,"LI, Jinzi"
2012,London,Boxing,Boxing,CUB,Men,52KG,Gold,"RAMIREZ CARRAZANA, Robeisy"
2012,London,Boxing,Boxing,CUB,Men,56KG,Bronze,"ALVAREZ ESTRADA, Lazaro"
2012,London,Boxing,Boxing,CUB,Men,57 - 60KG,Bronze,"TOLEDO LOPEZ, Yasniel"
2012,London,Boxing,Boxing,CUB,Men,60 - 64 KG,Gold,"IGLESIAS SOTOLONGO, Roniel"
2012,London,Boxing,Boxing,GBR,Men,+ 91KG,Gold,"JOSHUA, Anthony"
2012,London,Boxing,Boxing,GBR,Men,56KG,Gold,"CAMPBELL, Luke"
2012,London,Boxing,Boxing,GBR,Men,64 - 69 KG,Silver,"EVANS, Freddie"
2012,London,Boxing,Boxing,GBR,Men,69 - 75 KG,Bronze,"OGOGO, Anthony"
2012,London,Boxing,Boxing,GBR,Women,51 KG,Gold,"ADAMS, Nicola"
2012,London,Boxing,Boxing,IND,Women,51 KG,Bronze,"KOM, Mary"
2012,London,Boxing,Boxing,IRL,Men,46 - 49KG,Bronze,"BARNES, Paddy"
2012,London,Boxing,Boxing,IRL,Men,52KG,Bronze,"CONLAN, Michael"
2012,London,Boxing,Boxing,IRL,Men,56KG,Silver,"NEVIN, John Joe"
2012,London,Boxing,Boxing,IRL,Women,60 KG,Gold,"TAYLOR, Katie"
2012,London,Boxing,Boxing,ITA,Men,+ 91KG,Silver,"CAMMARELLE, Roberto"
2012,London,Boxing,Boxing,ITA,Men,60 - 64 KG,Bronze,"MANGIACAPRE, Vincenzo"
2012,London,Boxing,Boxing,ITA,Men,81 - 91KG,Silver,"RUSSO, Clemente"
2012,London,Boxing,Boxing,JPN,Men,56KG,Bronze,"SHIMIZU, Satoshi"
2012,London,Boxing,Boxing,JPN,Men,69 - 75 KG,Gold,"MURATA, Ryota"
2012,London,Boxing,Boxing,KAZ,Men,+ 91KG,Bronze,"DYCHKO, Ivan"
2012,London,Boxing,Boxing,KAZ,Men,64 - 69 KG,Gold,"SAPIYEV, Serik"
2012,London,Boxing,Boxing,KAZ,Men,75 - 81KG,Silver,"NIYAZYMBETOV, Adilbek"
2012,London,Boxing,Boxing,KAZ,Women,75 KG,Bronze,"VOLNOVA, Marina"
2012,London,Boxing,Boxing,KOR,Men,57 - 60KG,Silver,"HAN, Soonchul"
2012,London,Boxing,Boxing,LTU,Men,57 - 60KG,Bronze,"PETRAUSKAS, Evaldas"
2012,London,Boxing,Boxing,MGL,Men,52KG,Silver,"NYAMBAYAR, Tugstsogt"
2012,London,Boxing,Boxing,MGL,Men,60 - 64 KG,Bronze,"URANCHIMEG, Munkh-Erdene"
2012,London,Boxing,Boxing,RUS,Men,46 - 49KG,Bronze,"AYRAPETYAN, David"
2012,London,Boxing,Boxing,RUS,Men,52KG,Bronze,"ALOIAN, Misha"
2012,London,Boxing,Boxing,RUS,Men,64 - 69 KG,Bronze,"ZAMKOVOY, Andrey"
2012,London,Boxing,Boxing,RUS,Men,75 - 81KG,Gold,"MEKHONTCEV, Egor"
2012,London,Boxing,Boxing,RUS,Women,60 KG,Silver,"OCHIGAVA, Sofya"
2012,London,Boxing,Boxing,RUS,Women,75 KG,Silver,"TORLOPOVA, Nadezda"
2012,London,Boxing,Boxing,THA,Men,46 - 49KG,Silver,"PONGPRAYOON, Kaeo"
2012,London,Boxing,Boxing,TJK,Women,60 KG,Bronze,"CHORIEVA, Mavzuna"
2012,London,Boxing,Boxing,UKR,Men,57 - 60KG,Gold,"LOMACHENKO, Vasyl"
2012,London,Boxing,Boxing,UKR,Men,60 - 64 KG,Silver,"BERINCHYK, Denys"
2012,London,Boxing,Boxing,UKR,Men,64 - 69 KG,Bronze,"SHELESTYUK, Taras"
2012,London,Boxing,Boxing,UKR,Men,75 - 81KG,Bronze,"GVOZDYK, Oleksandr"
2012,London,Boxing,Boxing,UKR,Men,81 - 91KG,Gold,"USYK, Oleksandr"
2012,London,Boxing,Boxing,USA,Women,51 KG,Bronze,"ESPARZA, Marlen"
2012,London,Boxing,Boxing,USA,Women,75 KG,Gold,"SHIELDS, Claressa"
2012,London,Boxing,Boxing,UZB,Men,69 - 75 KG,Bronze,"ATOEV, Abbos"
2012,London,Canoe,Canoe Slalom,AUS,Women,K-1 (Single),Silver,"FOX, Jessica"
2012,London,Canoe,Canoe Slalom,CZE,Men,K-1 (Single),Silver,"HRADILEK, Vavrinec"
2012,London,Canoe,Canoe Slalom,ESP,Women,K-1 (Single),Bronze,"CHOURRAUT, Maialen"
2012,London,Canoe,Canoe Slalom,FRA,Men,C-1 (Single),Gold,"ESTANGUET, Tony"
2012,London,Canoe,Canoe Slalom,FRA,Women,K-1 (Single),Gold,"FER, Emilie"
2012,London,Canoe,Canoe Slalom,GER,Men,C-1 (Single),Silver,"TASIADIS, Sideris"
2012,London,Canoe,Canoe Slalom,GER,Men,K-1 (Single),Bronze,"AIGNER, Hannes"
2012,London,Canoe,Canoe Slalom,ITA,Men,K-1 (Single),Gold,"MOLMENTI, Daniele"
2012,London,Canoe,Canoe Slalom,SVK,Men,C-1 (Single),Bronze,"MARTIKAN, Michal"
2012,London,Canoe,Canoe Slalom,GBR,Men,C-2 (Double),Gold,GBR
2012,London,Canoe,Canoe Slalom,GBR,Men,C-2 (Double),Silver,GBR
2012,London,Canoe,Canoe Slalom,SVK,Men,C-2 (Double),Bronze,SVK
2012,London,Canoe,Canoe Sprint,CAN,Men,C-1 1000M,Bronze,"OLDERSHAW, Mark"
2012,London,Canoe,Canoe Sprint,CAN,Men,K-1 1000M,Silver,"VAN KOEVERDEN, Adam"
2012,London,Canoe,Canoe Sprint,CAN,Men,K-1 200M,Bronze,"DE JONGE, Mark"
2012,London,Canoe,Canoe Sprint,ESP,Men,C-1 1000M,Silver,"CAL, David"
2012,London,Canoe,Canoe Sprint,ESP,Men,K-1 200M,Silver,"CRAVIOTTO RIVERO, Saul"
2012,London,Canoe,Canoe Sprint,GBR,Men,K-1 200M,Gold,"MCKEEVER, Ed"
2012,London,Canoe,Canoe Sprint,GER,Men,C-1 1000M,Gold,"BRENDEL, Sebastian"
2012,London,Canoe,Canoe Sprint,GER,Men,K-1 1000M,Bronze,"HOFF, Max"
2012,London,Canoe,Canoe Sprint,HUN,Women,K-1 200M,Bronze,"JANIC, Natasa"
2012,London,Canoe,Canoe Sprint,HUN,Women,K-1 500M,Gold,"KOZAK, Danuta"
2012,London,Canoe,Canoe Sprint,LTU,Men,C-1 200M,Silver,"SHUKLIN, Jevgenij"
2012,London,Canoe,Canoe Sprint,NOR,Men,K-1 1000M,Gold,"LARSEN, Eirik Veraas"
2012,London,Canoe,Canoe Sprint,NZL,Women,K-1 200M,Gold,"CARRINGTON, Lisa"
2012,London,Canoe,Canoe Sprint,RSA,Women,K-1 500M,Bronze,"HARTLEY, Bridgitte"
2012,London,Canoe,Canoe Sprint,RUS,Men,C-1 200M,Bronze,"SHTYL, Ivan"
2012,London,Canoe,Canoe Sprint,UKR,Men,C-1 200M,Gold,"CHEBAN, Yuriy"
2012,London,Canoe,Canoe Sprint,UKR,Women,K-1 200M,Silver,"OSYPENKO, Inna"
2012,London,Canoe,Canoe Sprint,UKR,Women,K-1 500M,Silver,"OSYPENKO, Inna"
2012,London,Canoe,Canoe Sprint,AUS,Men,K-4 1000M,Gold,AUS
2012,London,Canoe,Canoe Sprint,BLR,Men,C-2 1000M,Silver,BLR
2012,London,Canoe,Canoe Sprint,BLR,Men,K-2 200M,Silver,BLR
2012,London,Canoe,Canoe Sprint,BLR,Women,K-4 500M,Bronze,BLR
2012,London,Canoe,Canoe Sprint,CZE,Men,K-4 1000M,Bronze,CZE
2012,London,Canoe,Canoe Sprint,GBR,Men,K-2 200M,Bronze,GBR
2012,London,Canoe,Canoe Sprint,GER,Men,C-2 1000M,Gold,GER
2012,London,Canoe,Canoe Sprint,GER,Men,K-2 1000M,Bronze,GER
2012,London,Canoe,Canoe Sprint,GER,Women,K-2 500M,Gold,GER
2012,London,Canoe,Canoe Sprint,GER,Women,K-4 500M,Silver,GER
2012,London,Canoe,Canoe Sprint,HUN,Men,K-2 1000M,Gold,HUN
2012,London,Canoe,Canoe Sprint,HUN,Men,K-4 1000M,Silver,HUN
2012,London,Canoe,Canoe Sprint,HUN,Women,K-2 500M,Silver,HUN
2012,London,Canoe,Canoe Sprint,HUN,Women,K-4 500M,Gold,HUN
2012,London,Canoe,Canoe Sprint,POL,Women,K-2 500M,Bronze,POL
2012,London,Canoe,Canoe Sprint,POR,Men,K-2 1000M,Silver,POR
2012,London,Canoe,Canoe Sprint,RUS,Men,C-2 1000M,Bronze,RUS
2012,London,Canoe,Canoe Sprint,RUS,Men,K-2 200M,Gold,RUS
2012,London,Cycling,Cycling BMX,AUS,Men,Individual,Silver,"WILLOUGHBY, Sam"
2012,London,Cycling,Cycling BMX,COL,Men,Individual,Bronze,"OQUENDO ZABALA, Carlos Mario"
2012,London,Cycling,Cycling BMX,COL,Women,Individual,Gold,"PAJON, Mariana"
2012,London,Cycling,Cycling BMX,LAT,Men,Individual,Gold,"STROMBERGS, Maris"
2012,London,Cycling,Cycling BMX,NED,Women,Individual,Bronze,"SMULDERS, Laura"
2012,London,Cycling,Cycling BMX,NZL,Women,Individual,Silver,"WALKER, Sarah"
2012,London,Cycling,Cycling Road,COL,Men,Individual Road,Silver,"URAN URAN, Rigoberto"
2012,London,Cycling,Cycling Road,GBR,Men,Time Trial,Bronze,"FROOME, Christopher"
2012,London,Cycling,Cycling Road,GBR,Men,Time Trial,Gold,"WIGGINS, Bradley"
2012,London,Cycling,Cycling Road,GBR,Women,Individual Road,Silver,"ARMITSTEAD, Elizabeth"
2012,London,Cycling,Cycling Road,GER,Men,Time Trial,Silver,"MARTIN, Tony"
2012,London,Cycling,Cycling Road,GER,Women,Time Trial,Silver,"ARNDT, Judith"
2012,London,Cycling,Cycling Road,KAZ,Men,Individual Road,Gold,"VINOKUROV, Alexandr"
2012,London,Cycling,Cycling Road,NED,Women,Individual Road,Gold,"VOS, Marianne"
2012,London,Cycling,Cycling Road,NOR,Men,Individual Road,Bronze,"KRISTOFF, Alexander"
2012,London,Cycling,Cycling Road,RUS,Women,Individual Road,Bronze,"ZABELINSKAYA, Olga"
2012,London,Cycling,Cycling Road,RUS,Women,Time Trial,Bronze,"ZABELINSKAYA, Olga"
2012,London,Cycling,Cycling Road,USA,Women,Time Trial,Gold,"ARMSTRONG, Kristin"
2012,London,Cycling,Cycling Track,AUS,Men,Sprint,Bronze,"PERKINS, Shane"
2012,London,Cycling,Cycling Track,AUS,Women,Omnium,Bronze,"EDMONDSON, Annette"
2012,London,Cycling,Cycling Track,AUS,Women,Sprint,Gold,"MEARES, Anna"
2012,London,Cycling,Cycling Track,CHN,Women,Keirin,Silver,"GUO, Shuang"
2012,London,Cycling,Cycling Track,CHN,Women,Sprint,Bronze,"GUO, Shuang"
2012,London,Cycling,Cycling Track,DEN,Men,Omnium,Gold,"HANSEN, Lasse Norman"
2012,London,Cycling,Cycling Track,FRA,Men,Omnium,Silver,"COQUARD, Bryan"
2012,London,Cycling,Cycling Track,FRA,Men,Sprint,Silver,"BAUGE, Gregory"
2012,London,Cycling,Cycling Track,GBR,Men,Keirin,Gold,"HOY, Chris"
2012,London,Cycling,Cycling Track,GBR,Men,Omnium,Bronze,"CLANCY, Ed"
2012,London,Cycling,Cycling Track,GBR,Men,Sprint,Gold,"KENNY, Jason"
2012,London,Cycling,Cycling Track,GBR,Women,Keirin,Gold,"PENDLETON, Victoria"
2012,London,Cycling,Cycling Track,GBR,Women,Omnium,Gold,"TROTT, Laura"
2012,London,Cycling,Cycling Track,GBR,Women,Sprint,Silver,"PENDLETON, Victoria"
2012,London,Cycling,Cycling Track,GER,Men,Keirin,Silver,"LEVY, Maximilian"
2012,London,Cycling,Cycling Track,HKG,Women,Keirin,Bronze,"LEE, Wai Sze"
2012,London,Cycling,Cycling Track,NED,Men,Keirin,Bronze,"MULDER, Teun"
2012,London,Cycling,Cycling Track,NZL,Men,Keirin,Bronze,"VAN VELTHOOVEN, Simon"
2012,London,Cycling,Cycling Track,USA,Women,Omnium,Silver,"HAMMER, Sarah"
2012,London,Cycling,Cycling Track,AUS,Men,Team Pursuit,Silver,AUS
2012,London,Cycling,Cycling Track,AUS,Women,Team Sprint,Bronze,AUS
2012,London,Cycling,Cycling Track,CAN,Women,Team Pursuit,Bronze,CAN
2012,London,Cycling,Cycling Track,CHN,Women,Team Sprint,Silver,CHN
2012,London,Cycling,Cycling Track,FRA,Men,Team Sprint,Silver,FRA
2012,London,Cycling,Cycling Track,GBR,Men,Team Pursuit,Gold,GBR
2012,London,Cycling,Cycling Track,GBR,Men,Team Sprint,Gold,GBR
2012,London,Cycling,Cycling Track,GBR,Women,Team Pursuit,Gold,GBR
2012,London,Cycling,Cycling Track,GER,Men,Team Sprint,Bronze,GER
2012,London,Cycling,Cycling Track,GER,Women,Team Sprint,Gold,GER
2012,London,Cycling,Cycling Track,NZL,Men,Team Pursuit,Bronze,NZL
2012,London,Cycling,Cycling Track,USA,Women,Team Pursuit,Silver,USA
2012,London,Cycling,Mountain Bike,CZE,Men,Cross-Country,Gold,"KULHAVY, Jaroslav"
2012,London,Cycling,Mountain Bike,FRA,Women,Cross-Country,Gold,"BRESSET, Julie"
2012,London,Cycling,Mountain Bike,GER,Women,Cross-Country,Silver,"SPITZ, Sabine"
2012,London,Cycling,Mountain Bike,ITA,Men,Cross-Country,Bronze,"FONTANA, Marco Aurelio"
2012,London,Cycling,Mountain Bike,SUI,Men,Cross-Country,Silver,"SCHURTER, Nino"
2012,London,Cycling,Mountain Bike,USA,Women,Cross-Country,Bronze,"GOULD, Georgia"
2012,London,Equestrian,Dressage,GBR,Men,Team,Gold,"HESTER, Carl"
2012,London,Equestrian,Dressage,GBR,Women,Individual,Bronze,"BECHTOLSHEIMER, Laura"
2012,London,Equestrian,Dressage,GBR,Women,Individual,Gold,"DUJARDIN, Charlotte"
2012,London,Equestrian,Dressage,NED,Men,Team,Bronze,"GAL, Edward"
2012,London,Equestrian,Dressage,NED,Women,Individual,Silver,"CORNELISSEN, Adelinde Monique"
2012,London,Equestrian,Dressage,GBR,Women,Team,Gold,GBR
2012,London,Equestrian,Dressage,GER,Women,Team,Silver,GER
2012,London,Equestrian,Dressage,NED,Women,Team,Bronze,NED
2012,London,Equestrian,Eventing,GBR,Men,Team,Silver,"FOX-PITT, William"
2012,London,Equestrian,Eventing,GER,Men,Individual,Gold,"JUNG, Michael"
2012,London,Equestrian,Eventing,GER,Women,Individual,Bronze,"AUFFARTH, Sandra"
2012,London,Equestrian,Eventing,SWE,Women,Individual,Silver,"ALGOTSSON, Sara"
2012,London,Equestrian,Eventing,GBR,Women,Team,Silver,GBR
2012,London,Equestrian,Eventing,GER,Men,Team,Gold,GER
2012,London,Equestrian,Eventing,GER,Women,Team,Gold,GER
2012,London,Equestrian,Eventing,NZL,Men,Team,Bronze,NZL
2012,London,Equestrian,Eventing,NZL,Women,Team,Bronze,NZL
2012,London,Equestrian,Jumping,IRL,Men,Individual,Bronze,"OCONNOR, Cian"
2012,London,Equestrian,Jumping,NED,Men,Individual,Silver,"SCHRODER, Gerco"
2012,London,Equestrian,Jumping,SUI,Men,Individual,Gold,"GUERDAT, Steve"
2012,London,Equestrian,Jumping,GBR,Men,Team,Gold,GBR
2012,London,Equestrian,Jumping,KSA,Men,Team,Bronze,KSA
2012,London,Equestrian,Jumping,NED,Men,Team,Silver,NED
2012,London,Fencing,Fencing,CHN,Men,Foil Individual,Gold,"LEI, Sheng"
2012,London,Fencing,Fencing,CHN,Women,Épée Individual,Bronze,"SUN, Yujie"
2012,London,Fencing,Fencing,EGY,Men,Foil Individual,Silver,"ABOUELKASSEM, Alaaeldin"
2012,London,Fencing,Fencing,GER,Women,Épée Individual,Silver,"HEIDEMANN, Britta"
2012,London,Fencing,Fencing,HUN,Men,Sabre Individual,Gold,"SZILAGYI, Aron"
2012,London,Fencing,Fencing,ITA,Men,Sabre Individual,Silver,"OCCHIUZZI, Diego"
2012,London,Fencing,Fencing,ITA,Women,Foil Individual,Bronze,"VEZZALI, Valentina"
2012,London,Fencing,Fencing,ITA,Women,Foil Individual,Gold,"DI FRANCISCA, Elisa"
2012,London,Fencing,Fencing,ITA,Women,Foil Individual,Silver,"ERRIGO, Arianna"
2012,London,Fencing,Fencing,KOR,Men,Foil Individual,Bronze,"CHOI, Byungchul"
2012,London,Fencing,Fencing,KOR,Men,Épée Individual,Bronze,"JUNG, Jin Sun"
2012,London,Fencing,Fencing,KOR,Women,Sabre Individual,Gold,"KIM, Jiyeon"
2012,London,Fencing,Fencing,NOR,Men,Épée Individual,Silver,"PIASECKI, Bartosz"
2012,London,Fencing,Fencing,RUS,Men,Sabre Individual,Bronze,"KOVALEV, Nikolay"
2012,London,Fencing,Fencing,RUS,Women,Sabre Individual,Silver,"VELIKAYA, Sofya"
2012,London,Fencing,Fencing,UKR,Women,Sabre Individual,Bronze,"KHARLAN, Olga"
2012,London,Fencing,Fencing,UKR,Women,Épée Individual,Gold,"SHEMYAKINA, Yana"
2012,London,Fencing,Fencing,VEN,Men,Épée Individual,Gold,"LIMARDO GASCON, Ruben D."
2012,London,Fencing,Fencing,CHN,Women,Épée Team,Gold,CHN
2012,London,Fencing,Fencing,GER,Men,Foil Team,Bronze,GER
2012,London,Fencing,Fencing,ITA,Men,Foil Team,Gold,ITA
2012,London,Fencing,Fencing,ITA,Men,Sabre Team,Bronze,ITA
2012,London,Fencing,Fencing,ITA,Women,Foil Team,Gold,ITA
2012,London,Fencing,Fencing,JPN,Men,Foil Team,Silver,JPN
2012,London,Fencing,Fencing,KOR,Men,Sabre Team,Gold,KOR
2012,London,Fencing,Fencing,KOR,Women,Foil Team,Bronze,KOR
2012,London,Fencing,Fencing,KOR,Women,Épée Team,Silver,KOR
2012,London,Fencing,Fencing,ROU,Men,Sabre Team,Silver,ROU
2012,London,Fencing,Fencing,RUS,Women,Foil Team,Silver,RUS
2012,London,Fencing,Fencing,USA,Women,Épée Team,Bronze,USA
2012,London,Football,Football,BRA,Men,Football,Silver,BRA
2012,London,Football,Football,CAN,Women,Football,Bronze,CAN
2012,London,Football,Football,JPN,Women,Football,Silver,JPN
2012,London,Football,Football,KOR,Men,Football,Bronze,KOR
2012,London,Football,Football,MEX,Men,Football,Gold,MEX
2012,London,Football,Football,USA,Women,Football,Gold,USA
2012,London,Gymnastics,Gymnastics Artistic,BRA,Men,Rings,Gold,"NABARRETE ZANETTI, Arthur"
2012,London,Gymnastics,Gymnastics Artistic,CHN,Men,Floor Exercises,Gold,"ZOU, Kai"
2012,London,Gymnastics,Gymnastics Artistic,CHN,Men,Horizontal Bar,Bronze,"ZOU, Kai"
2012,London,Gymnastics,Gymnastics Artistic,CHN,Men,Parallel Bars,Gold,"FENG, Zhe"
2012,London,Gymnastics,Gymnastics Artistic,CHN,Men,Rings,Silver,"CHEN, Yibing"
2012,London,Gymnastics,Gymnastics Artistic,CHN,Women,Beam,Gold,"DENG, Linlin"
2012,London,Gymnastics,Gymnastics Artistic,CHN,Women,Beam,Silver,"SUI, Lu"
2012,London,Gymnastics,Gymnastics Artistic,CHN,Women,Uneven Bars,Silver,"HE, Kexin"
2012,London,Gymnastics,Gymnastics Artistic,FRA,Men,Parallel Bars,Bronze,"SABOT, Hamilton"
2012,London,Gymnastics,Gymnastics Artistic,GBR,Men,Pommel Horse,Bronze,"WHITLOCK, Max"
2012,London,Gymnastics,Gymnastics Artistic,GBR,Men,Pommel Horse,Silver,"SMITH, Louis"
2012,London,Gymnastics,Gymnastics Artistic,GBR,Women,Uneven Bars,Bronze,"TWEDDLE, Elizabeth"
2012,London,Gymnastics,Gymnastics Artistic,GER,Men,Horizontal Bar,Silver,"HAMBUECHEN, Fabian"
2012,London,Gymnastics,Gymnastics Artistic,GER,Men,Individual All-Around,Silver,"NGUYEN, Marcel"
2012,London,Gymnastics,Gymnastics Artistic,GER,Men,Parallel Bars,Silver,"NGUYEN, Marcel"
2012,London,Gymnastics,Gymnastics Artistic,HUN,Men,Pommel Horse,Gold,"BERKI, Krisztian"
2012,London,Gymnastics,Gymnastics Artistic,ITA,Men,Rings,Bronze,"MORANDI, Matteo"
2012,London,Gymnastics,Gymnastics Artistic,JPN,Men,Floor Exercises,Silver,"UCHIMURA, Kohei"
2012,London,Gymnastics,Gymnastics Artistic,JPN,Men,Individual All-Around,Gold,"UCHIMURA, Kohei"
2012,London,Gymnastics,Gymnastics Artistic,KOR,Men,Vault,Gold,"YANG, Hak Seon"
2012,London,Gymnastics,Gymnastics Artistic,NED,Men,Horizontal Bar,Gold,"ZONDERLAND, Epke"
2012,London,Gymnastics,Gymnastics Artistic,ROU,Women,Floor Exercises,Silver,"PONOR, Catalina"
2012,London,Gymnastics,Gymnastics Artistic,ROU,Women,Vault,Gold,"IZBASA, Sandra Raluca"
2012,London,Gymnastics,Gymnastics Artistic,RUS,Men,Floor Exercises,Bronze,"ABLYAZIN, Denis"
2012,London,Gymnastics,Gymnastics Artistic,RUS,Men,Vault,Silver,"ABLYAZIN, Denis"
2012,London,Gymnastics,Gymnastics Artistic,RUS,Women,Floor Exercises,Bronze,"MUSTAFINA, Aliya"
2012,London,Gymnastics,Gymnastics Artistic,RUS,Women,Individual All-Around,Bronze,"MUSTAFINA, Aliya"
2012,London,Gymnastics,Gymnastics Artistic,RUS,Women,Individual All-Around,Silver,"KOMOVA, Victoria"
2012,London,Gymnastics,Gymnastics Artistic,RUS,Women,Uneven Bars,Gold,"MUSTAFINA, Aliya"
2012,London,Gymnastics,Gymnastics Artistic,RUS,Women,Vault,Bronze,"PASEKA, Maria"
2012,London,Gymnastics,Gymnastics Artistic,UKR,Men,Vault,Bronze,"RADIVILOV, Igor"
2012,London,Gymnastics,Gymnastics Artistic,USA,Men,Individual All-Around,Bronze,"LEYVA, Danell"
2012,London,Gymnastics,Gymnastics Artistic,USA,Women,Beam,Bronze,"RAISMAN, Alexandra"
2012,London,Gymnastics,Gymnastics Artistic,USA,Women,Floor Exercises,Gold,"RAISMAN, Alexandra"
2012,London,Gymnastics,Gymnastics Artistic,USA,Women,Individual All-Around,Gold,"DOUGLAS, Gabrielle"
2012,London,Gymnastics,Gymnastics Artistic,USA,Women,Vault,Silver,"MARONEY, Mc Kayla"
2012,London,Gymnastics,Gymnastics Artistic,CHN,Men,Team Competition,Gold,CHN
2012,London,Gymnastics,Gymnastics Artistic,GBR,Men,Team Competition,Bronze,GBR
2012,London,Gymnastics,Gymnastics Artistic,JPN,Men,Team Competition,Silver,JPN
2012,London,Gymnastics,Gymnastics Artistic,ROU,Women,Team Competition,Bronze,ROU
2012,London,Gymnastics,Gymnastics Artistic,RUS,Women,Team Competition,Silver,RUS
2012,London,Gymnastics,Gymnastics Artistic,USA,Women,Team Competition,Gold,USA
2012,London,Gymnastics,Gymnastics Rhythmic,BLR,Women,Individual All-Around,Bronze,"CHARKASHYNA, Liubou"
2012,London,Gymnastics,Gymnastics Rhythmic,RUS,Women,Individual All-Around,Gold,"KANAEVA, Evgeniya"
2012,London,Gymnastics,Gymnastics Rhythmic,RUS,Women,Individual All-Around,Silver,"DMITRIEVA, Daria"
2012,London,Gymnastics,Gymnastics Rhythmic,BLR,Women,Group Competition,Silver,BLR
2012,London,Gymnastics,Gymnastics Rhythmic,ITA,Women,Group Competition,Bronze,ITA
2012,London,Gymnastics,Gymnastics Rhythmic,RUS,Women,Group Competition,Gold,RUS
2012,London,Gymnastics,Trampoline,CAN,Women,Individual,Gold,"MACLENNAN, Rosannagh"
2012,London,Gymnastics,Trampoline,CHN,Men,Individual,Bronze,"LU, Chunlong"
2012,London,Gymnastics,Trampoline,CHN,Men,Individual,Gold,"DONG, Dong"
2012,London,Gymnastics,Trampoline,CHN,Women,Individual,Bronze,"HE, Wenna"
2012,London,Gymnastics,Trampoline,CHN,Women,Individual,Silver,"HUANG, Shanshan"
2012,London,Gymnastics,Trampoline,RUS,Men,Individual,Silver,"USHAKOV, Dmitry"
2012,London,Handball,Handball,CRO,Men,Handball,Bronze,CRO
2012,London,Handball,Handball,ESP,Women,Handball,Bronze,ESP
2012,London,Handball,Handball,FRA,Men,Handball,Gold,FRA
2012,London,Handball,Handball,MNE,Women,Handball,Silver,MNE
2012,London,Handball,Handball,NOR,Women,Handball,Gold,NOR
2012,London,Handball,Handball,SWE,Men,Handball,Silver,SWE
2012,London,Hockey,Hockey,ARG,Women,Hockey,Silver,ARG
2012,London,Hockey,Hockey,AUS,Men,Hockey,Bronze,AUS
2012,London,Hockey,Hockey,GBR,Women,Hockey,Bronze,GBR
2012,London,Hockey,Hockey,GER,Men,Hockey,Gold,GER
2012,London,Hockey,Hockey,NED,Men,Hockey,Silver,NED
2012,London,Hockey,Hockey,NED,Women,Hockey,Gold,NED
2012,London,Judo,Judo,BEL,Women,- 48 KG,Bronze,"VAN SNICK, Charline"
2012,London,Judo,Judo,BRA,Men,+ 100KG,Bronze,"SILVA, Rafael"
